speech,emotion
약속 장소를 옮겨보는 것도 정말 좋은 방법 같아. 하지만 친구가 어떻게 생각할지 모르겠어.,Fear
그렇지 않아도 오늘 친구 데리고 병원 가기로 했어.,Sadness
그러게. 고민 중이야.,Sadness
나 어떻게 살지? 이번 달 완전 망한 것 같애!,Sadness
어떡하지? 망했어!,Sadness
먹을 것도 다 떨어졌어.,Sadness
어. 대부분 그런 것 같아.,Neutral
오늘 회사 일 때문에 너무 화가 나고 짜증이 났었는데 너한테 이야기 하고 나니까 마음이 좀 풀렸어 다음에도 내가 힘들고 짜증 날 때 너한테 이야기할게.	,Happiness
나 내일 약속 있는데 그대로 나가도 될까? ,Fear
화를 내기도 하고 뭐라고 하기도 했는데 말을 들어 먹지를 않어!,Angry
나 면접 또 떨어진 것 같아.,Sadness
응. 요즘들어 버려지는 유기견들 정말 많아지는 것 같아.,Sadness
응. 어제 밤 새서 기획안 준비했는데 내 상사가 완전 뭐라고 한 거야. 그래서 완전 지금 기 죽었어.,Sadness
나 결국 헤어졌어.,Sadness
그렇잖아도 오늘 연차냈어. 좀 쉬려고.,Sadness
"친구랑 저녁 먹는데, 갑자기 지진이 일어나서. 나는 다치진 않았는데 친구가 다쳤어.",Fear
요즘 코로나때문에 이직하기도 힘든데 쉽진 않지.,Angry
잊어버릴 수가 없어. 자꾸 생각 나. 그리고 물 마시면 화장실 갈까봐서 물도 못 마시겠어.,Disgust
나 잘하는게 아무것도 없나 봐.	,Sadness
부모님이 실망할까봐 말 못했어. ,Sadness
우리 둘 다 성격이 잘 맞았어. 한 번도 싸운 적도 없었고. 정말 나한테 잘 맞춰줬거든.,Sadness
권태기가 왔대. 갑자기 헤어지자 그러더라.,Sadness
친구와 약속이 있는데 그대로 나가도 될까?,Fear
생명에는 지장이 없는데 병원에 입원하셨어.,Sadness
고마워 역시 좀 힘들어서 결과가 좋지 않았던 거 겠지?,Sadness
나 그 사람이랑 결국 헤어졌어.,Sadness
직장 상사가 매번 나한테만 일을 맡겨.,Angry
응 일주일에 다섯 번은 드시는 것 같애.,Angry
서로 청소 습관이 너무 안 맞아.	,Angry
걔는 항상 음식을 먹고 치우지를 않아.,Angry
눈치 보여서 나가지도 못해 지금 잠깐 화장실에 있는거거든.	,Sadness
이번 시즌은 다 끝나서 없어. 내년에 또 새로 준비해야 해.,Sadness
그래. 다시 힘내서 열심히 해야겠다.,Sadness
나 내일 약속 있는데 그대로 나가도 될까?,Fear
술 드시고 들어오다가 넘어졌어.,Sadness
그냥 다 귀찮아. 아무것도 하기도 싫고.,Sadness
룸메이트와 너무 자주 싸우게 돼.	,Angry
없어 다들 바빠.,Sadness
월급날이 2주도 안 남았는데 생활비가 다 떨어졌어.,Sadness
생활비가 너무 없어. 2주를 어떻게 견뎌야 할지 걱정스러워.,Sadness
가족들도 많이 힘든 상황이라서.,Sadness
나 결국 헤어졌어.,Sadness
나 결국 헤어졌어.,Sadness
강남역이야. 그곳에서 확진자가 나왔대.,Fear
따로 사는 게 좋을 것 같은 데 그래도 월세 걱정이 있어서 어쩔 수 없어.,Angry
면접 장에서 나와 무작정 걷고 있어.,Sadness
나라에서도 운영되는 거 같은데 그 시설이 매우 적은 것 같아.,Sadness
아까 조금 힘을 내 볼 겸 산책을 했는데 기분이 나아지지가 않아 너무 힘들다 어떻게 해야 되지?	,Sadness
나한테 싫증이 났는지 연락이 없고 자꾸 만나기를 피하고 있어.,Sadness
기숙사 화장실에 누가 토 해놓고 치우지도 않고 도망갔어.	,Disgust
어젠 정말 놀랐는데 지금은 괜찮아. 친구도 많이 나아졌고.,Fear
응 고마워. 그래도 너가 있으니까 다행이다!,Happiness
그저께 밤에 갑자기 의식을 잃더라고. 그러더니 어제는 눈을 잠깐 뜨더라고. 그래서 나아졌나 싶다 했지. 근데 끝내 눈을 감았어.,Sadness
며칠 전에 토 해놓은 것도 관리하시는 분이 치우셔때. 또 어떻게 말씀 드려!,Disgust
"어제 감기가 걸려서 몸이 너무 안 좋았는데, 밤샘 작업으로 기획안을 완성했어. 완성된 기획안을 상사한테 제출했더니 잘못됐다고 다 다시 해오래.",Sadness
약속이 있어서 친구를 기다리는데 친구가 아직도 안 와.	,Angry
이제 두 달 다 돼가 근데 잊는게 너무 힘들어.	,Sadness
3년 넘었어. 3년 동안 그렇게 잘 해주더니 다 연기였나봐.,Sadness
이번에 확진자가 나온 강남역이야. 불안해서 그래.,Fear
아빠가 어제 또 다치셨어. ,Sadness
갑자기 전화가 와서 헤어지자고 하더라고.	,Sadness
"권태기라고 시간을 갖자더니, 나중에 알고 봤더니 새로운 사람이 생긴 거였어.",Sadness
당연히 해봤지 술 드시고 오실 때마다 얘기를 해 봤어 미안하다고 고치겠다고만 하시고 또 이렇게 일을 버리셔.	,Angry
저번에 한 번 이야기해서 좋아지는가 싶더니 다시 원래대로 돌아가고 있어.,Angry
나 결국 헤어졌어.,Sadness
안그래도 예전에 얘기한 적이 있는데 잠시 나아지더니 요즘에 또 그래.,Angry
일찍 퇴근했다가 난리 날 걸? 오늘도 야근해야 돼!,Sadness
부모님한테 전화도 못 드렸어 엄청 실망하실 거야.	,Sadness
해피가 어제 세상을 떠났어.,Sadness
약속 장소가 감염병 확진자가 확인된 강남 지역이라서 너무 무섭고 겁이 나.,Fear
생명에는 지장 없는데 병원에 입원하셨어.,Sadness
진행하는 일도 잘 안되고 그냥 되는 일이 없어.,Sadness
나 결국엔 헤어지게 됐어.,Sadness
청소 하려고만 하면 약속 있다고 나가 버리는 거야 어떻게 그럴 수가 있지?,Angry
통장을 조회해보니 2만원 남아있더라. 그걸론 교통비밖에 안 돼.,Sadness
삼년 전에 친구가 소개시켜줘서 만나게 되었어.,Sadness
나 요즘 허리가 아픈 것 같아.,Sadness
저번 데이트 때 이제 그만 만나자고 하더라.	,Sadness
이제 나한테 싫증이 났대 그래서 시간을 갖자고 하더니 바로 헤어지자고 연락이 오더라고.	,Sadness
지난번에도 미뤘던 약속이라 이번에 미루면 친구한테 미안해져.,Sadness
밥도 아직 못 먹었고 면접 시간 맞추느라고 식사를 걸렀어.,Sadness
부모님은 지금 집에서 내 전화만 기다리고 계셔. 어떻게 말씀드려야 될지 모르겠어.,Sadness
응. 아주 정확해. 그럴거면 처음부터 안 키웠으면 좋겠어.,Angry
"일찍 퇴근하고 싶지. 근데 너도 알잖아, 우리 회사 일찍 퇴근 안 되는 거. 그래서 더 문제야. 더 짜증나, 지금.",Angry
응. 3년 전에 친구가 소개시켜줘서 만나고 있었지.,Sadness
나도 누가 그랬는지 궁금해! 범인을 좀 색출해 내야될 것 같애.,Angry
많은 사람들이 넘어지긴 했는데 크게 다치진 않았어.,Fear
15년 동안 키워온 해피인데 갑자기 그렇게 됐으니 가족들도 너무 힘들어 해.	,Sadness
요즘 매일매일 우울한 기분이 들어.,Sadness
잘못된 기획안을 다시 만들려면 시간이 너무나 부족해.,Sadness
한 시간을 넘게 기다렸는데 친구가 연락도 없고 올 생각을 안 해.,Angry
나 면접에서 또 떨어졌어.,Sadness
아니. 3년 동안 우리 정말 싸운 적 한 번도 없어. 갑자기 헤어지자 그러더라?,Sadness
내가 먼저 만나자고 한 약속이라서 내가 먼저 미루기에는 좀 그래.	,Neutral
술을 많이 마시고 집 계단을 오르다가 넘어지셔서 허리를 다치셨어.,Sadness
나 결국 차였어.,Sadness
3년 전에 친구 모임에서 알게 되었어. 그 뒤로 사귀게 된 거지.,Sadness
솔직히 이제는 지쳐서 못 버티겠어.	,Sadness
퇴근한지 얼마나 됐다고 회사에서 또 연락이 왔어.,Angry
"성격도 잘 안 맞아. 지금 많이 참고 있거든, 내가.",Angry
권태기가 왔대. 그런데 바람난 것 같아.,Angry
응. 원래부터 친했던 친구라. 그것 말고는 괜찮아.,Neutral
그날을 기다렸다가 내가 스트레스 받아 쓰러지겠다.	,Sadness
룸메이트와 너무 자주 싸우고 있어.,Angry
배도 안고파. 아무것도 먹기도 싫어.,Sadness
엊그제 갑자기 정신을 잃었었거든. 그 뒤론 결국 죽고 말았어.,Sadness
전국적으로 감염병이 확산되고 있어서 나는 무서워서 약속을 미루고 싶어. 그런데 친구가 어떻게 생각할지 모르겠어.,Fear
일주일에 다섯 번은 드시는 거 같애.,Sadness
약속 있어 나왔는데 친구가 아직도 오질 않고 있어!,Angry
안 그래도 필라테스 끊었어.,Sadness
남자친구가 권태기가 왔다고 잠깐 떨어져서 지내자고 했어. 나는 그런줄만 알았는데 나중에 알고 봤더니 새로운 여자친구가 생겼더라고. 그래서 결국에 헤어지게 됐어.,Sadness
냉장고를 뒤져보니 반찬 조금 있더라고. 쌀 조금 있으니까 한 일주일은 버틸 수 있을 것 같애.,Sadness
"먹을 게 없어. 김치 조금, 계란 두 개. 정말 이 주를 견디기에는 너무 버거워.",Sadness
맞아. 일 때문에 너무 앉아 있어.,Sadness
친구 소개로 만났던 사이야.,Sadness
나 내일 약속 있는데 그대로 나가도 될까?,Fear
친구 소개로 만나게 되었어.,Sadness
좋은 생각이다 강남역은 사람이 많이 다니니깐 한적한 공원으로 한번 옮겨 보는게 좋겠어.	,Fear
해피가 어제 세상을 떠났어.,Sadness
아니 집에 가서 부모님이랑 같이 먹으려고 그냥 안 먹고 있어.	,Sadness
나 어떻게 살지? 망했어.,Sadness
가끔 싸우기는 했지만 이렇게까지 안 만날 일은 아니였어.,Sadness
화장실 입구에 토해놔갖구 다른 칸은 쓸 수도 없어. 정말 매너가 꽝이야.,Angry
응. 조금이라도 아프면 바로 병원에 가야 되겠어.,Fear
나는 안 다쳤는데 내 친구는 발목을 다쳤지 뭐야.	,Fear
아직은 장례까지 생각하지 못했어. 몸을 추스리고 준비해야 되겠지.,Sadness
매일 진행하던 프로젝트도 더 이상 눈에 들어오지도 않아. 그냥 아무것도 하기 싫어!,Sadness
잘못된 기획안을 다시 완성하려면 시간이 부족해서 오늘 야근해야할 거 같아.,Sadness
약속시간에 너무 늦으니까 답답하기도 하고 화가 나서 친구한테 전화를 했어. 그런데 전화를 안 받아.,Angry
오늘이 발표 날인데 연락이 안와서 알아봤더니 내 이름이 없대.,Sadness
두 달 지났는데 아직도 힘이 들어.,Sadness
그렇지 좀 무섭지 그러면 강남역 보다는 근처에 있는 공원으로 좀 옮겨보는건 좀 괜찮을 것 같지?	,Neutral
이야기 시도를 해봤는데 아버지가 듣지도 않아.,Angry
갑자기 권태기가 왔대. 그런데 다른 여자가 생긴 것 같아.,Sadness
3년 내내 한 번도 싸운 적이 없어. 우린 정말 잘 맞았거든.,Sadness
갑자기 권태기가 왔다는 거야 그래서 시간을 갖자고 하더라고 나중에 알고 봤더니 새로운 사람이 생긴 거였어.	,Sadness
들어온지 얼마 안 된 계약직 여직원이니까 그렇겠지. 만만하겠지.,Angry
계속 살려니 고민이다 어떻게 해야 될지.,Sadness
3년 넘었어 며칠 전에 3년 기념 파티 했거든.	,Sadness
나 면접 또 떨어졌어. ,Sadness
해피가 어제 세상을 떠났어.	,Sadness
"다른 건 없어. 청소 시간을 정해놓고, 그 시간이 되면 친구랑 약속 있다고 나가버리잖아.",Angry
직장 상사한테 또 혼났어. ,Sadness
친구가 아직도 안 오고 있어!,Angry
약속 장소를 옮겨보는 것도 좋은 방법인 것 같아!,Neutral
가족끼리 이야기를 해도 맨날 화만 내셔.,Fear
도착한지 벌써 한시간이나 지났어.,Angry
산책도 좋지.,Neutral
고등학교 때 친구가 소개시켜줘서 만나게 되었어.,Sadness
고등학교 동창 이었어 고등학교 때만 해도 이렇게까지 이기적이지 않았거든.	,Angry
"친구가 조금 다쳤는데, 그것 말고는 괜찮아.",Fear
지난 달에도 도와달라고 해서 아버지가 돈을 좀 보내주셨거든. 이번 달은 말씀 못 드리겠어.,Sadness
바빠서 못 가보고 있어.,Sadness
아니. 사이도 정말 좋았고 이런 낌새도 없었어.,Sadness
강남역이야. 그곳에서 확진자 나왔잖아.,Fear
3년을 만나면서 한 번도 싸운적이 없었어. 나한테 잘 맞춰주던 사람이었거든.,Sadness
알았어 이야기라도 해봐야 되겠어.	,Neutral
최근에 아파서 골골되긴 했었어.	,Sadness
어제 저녁에 진짜 무서웠어.,Fear
생활비 이만원으로 이주 정도 버텨야 해.,Sadness
하. 괜히 매우 우울한 기분이야.,Sadness
한 두 달 넘은 거 같아 왜 그런지 모르겠네.	,Sadness
화장실을 갈 수가 없으니까 물도 마실 수가 없어. 그냥 참고 있어.,Angry
나 어떻게 살지? 망했어.	,Sadness
친구랑 약속 있어 나왔는데 친구가 아직도 오지도 않고 있어.,Angry
맞아 무기력증인거 같아 그렇지 않아도 요즘 너무 힘들고 바빴거든.	,Sadness
내가 만든 기획안이 잘못되면서 모든 일이 꼬여서 모든 게 내 잘못같아.,Sadness
이번 회사가 공채 마지막 회사였어. 다른 회사 없어.,Sadness
나 면접 또 떨어졌어.,Sadness
약속이 있어서 친구를 기다리는데 친구가 아직 안 와.,Angry
넘어지면서 허리를 다치고 다른 데는 다친 데가 없어서 생명의 지장은 없어 하지만 허리 치료 때문에 당분간 병원에 계셔야 해.	,Sadness
3년 좀 넘었지.	,Sadness
헤어진지 이제 두 달 다 돼가. 정말 잊혀지지가 않아.,Sadness
아니. 털어놓을 사람은 없어. 그래서 더 힘든가봐.,Sadness
이 정도로 그만 둘 생각은 없어. 조금 더 버텨 볼 거야.,Angry
면접에 또 떨어졌어.,Sadness
싸우지도 않고 잘 맞았어 그래서 배신감이 더 큰 것 같아.,Sadness
예상하지 못했던 질문이 나오긴 했는데 내가 대답을 잘 못했어.,Sadness
"엊그제 갑자기 의식을 잃었는데, 조금 나아지는가 싶더니 결국 죽고 말았어.",Sadness
"당연히 그렇게 나갈 때마다 화를 내 봤지. 미안하다고 하고, 다신 안 그러겠다고 그래놓고는 다시 또 그러고 있어.",Angry
"보고서 제출했는데, 처음부터 다시 제출하래.",Sadness
벌써 1시간째야 이럴 줄 알았으면 미리 연락이라도 하지.	,Angry
친구도 감염병이 돌고 있다는 거를 알고 있으니까 전화해서 약속을 어떻게 할지 이야기 나눠봐야겠어.,Fear
괜히 매일 우울한 기분이야.	,Sadness
"덥고 짜증나 죽겠는데, 친구는 연락도 안 되고 있어.",Angry
내일 약속있는데 어떡하지?,Fear
마음이 너무 잘 맞아서 평소에 싸운 적이 한 번도 없었어 그래서 헤어질 거라고는 생각도 못 했어.	,Sadness
따로 살고 싶은데 따로 살려면 보증금을 빼줘야 하잖아. 내가 경제적인 여유가 없어.,Sadness
나 면접에서 또 떨어졌어.,Sadness
유기견 다큐멘터리 봤는데 우리나라 사람들 무책임한 사람들 정말 많아.	,Angry
아프다던데.,Sadness
이번 봄에 헤어졌으니까 두 달 정도 되어가.	,Sadness
지난 번에도 미뤘던 약속이기 때문에 미루긴 그렇고 잘 말해볼게.,Neutral
이제 두 달이 다 돼 가. 근데 마음이 정리가 되지를 않아.,Sadness
